#time          Q              r            MSE
0   1e-09   1e-09   0.516059
0.00025   0.000129   0.000170652   0.515955
0.0005   0.000257966   0.00034126   0.515851
0.00075   0.0003869   0.000511826   0.515747
0.001   0.000515802   0.000682349   0.515643
0.00225   0.00115983   0.00153433   0.515123
0.0035   0.00180305   0.00238524   0.514605
0.00475   0.00244547   0.00323509   0.514087
0.006   0.00308708   0.00408387   0.51357
0.01225   0.00628316   0.00831193   0.510993
0.0185   0.00945932   0.0125136   0.508432
0.02475   0.0126157   0.0166892   0.505887
0.031   0.0157524   0.0208387   0.503358
0.06225   0.0311452   0.0412017   0.490948
0.0935   0.0460644   0.0609382   0.478919
0.12475   0.0605246   0.0800675   0.467261
0.156   0.0745399   0.0986082   0.455961
0.212368   0.0987392   0.130621   0.43645
0.268736   0.121612   0.16088   0.418009
0.325105   0.143231   0.189479   0.400579
0.381473   0.163665   0.216512   0.384103
0.438821   0.183306   0.242494   0.368268
0.49617   0.201852   0.267029   0.353314
0.553518   0.219365   0.290195   0.339192
0.610866   0.235901   0.312071   0.325855
0.670904   0.252227   0.333669   0.312684
0.730942   0.267602   0.354009   0.300275
0.79098   0.282082   0.373164   0.288583
0.851017   0.295719   0.391205   0.277566
0.913917   0.309157   0.408981   0.266702
0.976816   0.321777   0.425676   0.25649
1.03972   0.333631   0.441357   0.246891
1.10261   0.344764   0.456085   0.237866
1.16868   0.355732   0.470594   0.228966
1.23475   0.366002   0.484181   0.220624
1.30082   0.375619   0.496904   0.212802
1.36688   0.384627   0.508819   0.205469
1.43646   0.393496   0.520552   0.19824
1.50603   0.401774   0.531503   0.191485
1.57561   0.409501   0.541725   0.185172
1.64519   0.416714   0.551268   0.179272
1.71864   0.423811   0.560656   0.173461
1.79209   0.430411   0.569387   0.168051
1.86555   0.43655   0.577508   0.163013
1.939   0.44226   0.585062   0.158322
2.01674   0.44787   0.592484   0.153708
2.09447   0.453067   0.599359   0.14943
2.17221   0.457882   0.605729   0.145463
2.24995   0.462343   0.61163   0.141784
2.33242   0.466719   0.617418   0.138173
2.41489   0.470754   0.622756   0.134839
2.49736   0.474476   0.62768   0.131762
2.57983   0.477909   0.632222   0.128922
2.66756   0.48127   0.636668   0.126139
2.7553   0.484354   0.640748   0.123584
2.84303   0.487185   0.644493   0.121237
2.93076   0.489783   0.64793   0.119082
3.02437   0.492321   0.651287   0.116976
3.11798   0.494637   0.654351   0.115053
3.21159   0.49675   0.657147   0.113297
3.30519   0.49868   0.659699   0.111693
3.40542   0.500559   0.662185   0.110131
3.50564   0.502264   0.664441   0.108713
3.60586   0.50381   0.666486   0.107426
3.70608   0.505212   0.668341   0.106259
3.8138   0.506574   0.670143   0.105124
3.92152   0.507801   0.671765   0.104103
4.02924   0.508905   0.673226   0.103183
4.13697   0.5099   0.674542   0.102354
4.25328   0.510863   0.675816   0.101551
4.36959   0.511723   0.676954   0.100834
4.48589   0.512491   0.67797   0.100193
4.6022   0.513177   0.678878   0.0996212
4.72844   0.513839   0.679753   0.0990691
4.85468   0.514424   0.680528   0.0985807
4.98092   0.514942   0.681213   0.0981487
5.10716   0.5154   0.681818   0.0977666
5.24502   0.51584   0.6824   0.0973993
5.38287   0.516225   0.68291   0.0970781
5.52072   0.516561   0.683355   0.0967972
5.65857   0.516856   0.683744   0.0965515
5.81017   0.517137   0.684116   0.0963166
5.96177   0.51738   0.684438   0.0961138
6.11337   0.517589   0.684715   0.0959389
6.26497   0.51777   0.684954   0.095788
6.43308   0.517942   0.685181   0.0956445
6.60119   0.518088   0.685374   0.0955226
6.76929   0.518212   0.685538   0.0954192
6.9374   0.518317   0.685677   0.0953314
7.12566   0.518416   0.685809   0.0952485
7.31392   0.518499   0.685918   0.0951795
7.50217   0.518568   0.686009   0.0951221
7.69043   0.518625   0.686084   0.0950743
7.90375   0.518678   0.686155   0.0950296
8.11707   0.518722   0.686213   0.0949933
8.33039   0.518757   0.686259   0.0949638
8.54371   0.518786   0.686297   0.0949399
8.78891   0.518812   0.686332   0.0949178
9.0341   0.518833   0.68636   0.0949003
9.2793   0.51885   0.686382   0.0948867
9.5245   0.518862   0.686399   0.0948759
9.7745   0.518873   0.686413   0.0948672
10.0245   0.518881   0.686423   0.0948604
10.2745   0.518887   0.686432   0.0948551
10.5245   0.518892   0.686438   0.0948509
10.7745   0.518896   0.686444   0.0948476
11.0245   0.518899   0.686448   0.094845
11.2745   0.518902   0.686451   0.094843
11.5245   0.518904   0.686453   0.0948414
11.7745   0.518905   0.686455   0.0948402
12.0245   0.518906   0.686457   0.0948392
12.2745   0.518907   0.686458   0.0948385
12.5245   0.518908   0.686459   0.0948379
12.7745   0.518909   0.68646   0.0948374
13.0245   0.518909   0.68646   0.094837
13.2745   0.518909   0.686461   0.0948367
13.5245   0.51891   0.686461   0.0948365
13.7745   0.51891   0.686461   0.0948363
14.0245   0.51891   0.686462   0.0948362
14.2745   0.51891   0.686462   0.0948361
14.5245   0.51891   0.686462   0.094836
14.7745   0.51891   0.686462   0.0948359
15.0245   0.51891   0.686462   0.0948359
15.2745   0.51891   0.686462   0.0948358
15.5245   0.51891   0.686462   0.0948358
15.7745   0.518911   0.686462   0.0948358
16.0245   0.518911   0.686462   0.0948357
16.2745   0.518911   0.686462   0.0948357
16.5245   0.518911   0.686462   0.0948357
16.7745   0.518911   0.686462   0.0948357
17.0245   0.518911   0.686462   0.0948357
17.2745   0.518911   0.686462   0.0948357
17.5245   0.518911   0.686462   0.0948357
17.7745   0.518911   0.686462   0.0948357
18.0245   0.518911   0.686462   0.0948357
18.2745   0.518911   0.686462   0.0948357
18.5245   0.518911   0.686462   0.0948357
18.7745   0.518911   0.686462   0.0948357
19.0245   0.518911   0.686462   0.0948357
19.2745   0.518911   0.686462   0.0948357
19.5245   0.518911   0.686462   0.0948357
19.7745   0.518911   0.686462   0.0948357
20.0245   0.518911   0.686462   0.0948357
20.2745   0.518911   0.686462   0.0948357
20.5245   0.518911   0.686462   0.0948357
20.7745   0.518911   0.686462   0.0948357
21.0245   0.518911   0.686462   0.0948357
21.2745   0.518911   0.686462   0.0948357
21.5245   0.518911   0.686462   0.0948357
21.7745   0.518911   0.686462   0.0948357
22.0245   0.518911   0.686462   0.0948357
22.2745   0.518911   0.686462   0.0948357
22.5245   0.518911   0.686462   0.0948357
22.7745   0.518911   0.686462   0.0948357
23.0245   0.518911   0.686462   0.0948357
23.2745   0.518911   0.686462   0.0948357
23.5245   0.518911   0.686462   0.0948357
23.7745   0.518911   0.686462   0.0948357
24.0245   0.518911   0.686462   0.0948357
24.2745   0.518911   0.686462   0.0948357
24.5245   0.518911   0.686462   0.0948357
24.7745   0.518911   0.686462   0.0948357
25.0245   0.518911   0.686462   0.0948357
25.2745   0.518911   0.686462   0.0948357
25.5245   0.518911   0.686462   0.0948357
25.7745   0.518911   0.686462   0.0948357
26.0245   0.518911   0.686462   0.0948357
26.2745   0.518911   0.686462   0.0948357
26.5245   0.518911   0.686462   0.0948357
26.7745   0.518911   0.686462   0.0948357
27.0245   0.518911   0.686462   0.0948357
27.2745   0.518911   0.686462   0.0948357
27.5245   0.518911   0.686462   0.0948357
27.7745   0.518911   0.686462   0.0948357
28.0245   0.518911   0.686462   0.0948357
28.2745   0.518911   0.686462   0.0948357
28.5245   0.518911   0.686462   0.0948357
28.7745   0.518911   0.686462   0.0948357
29.0245   0.518911   0.686462   0.0948357
29.2745   0.518911   0.686462   0.0948357
29.5245   0.518911   0.686462   0.0948357
29.7745   0.518911   0.686462   0.0948357
30.0245   0.518911   0.686462   0.0948357
30.2745   0.518911   0.686462   0.0948357
30.5245   0.518911   0.686462   0.0948357
30.7745   0.518911   0.686462   0.0948357
31.0245   0.518911   0.686462   0.0948357
31.2745   0.518911   0.686462   0.0948357
31.5245   0.518911   0.686462   0.0948357
31.7745   0.518911   0.686462   0.0948357
32.0245   0.518911   0.686462   0.0948357
32.2745   0.518911   0.686462   0.0948357
32.5245   0.518911   0.686462   0.0948357
32.7745   0.518911   0.686462   0.0948357
33.0245   0.518911   0.686462   0.0948357
33.2745   0.518911   0.686462   0.0948357
33.5245   0.518911   0.686462   0.0948357
33.7745   0.518911   0.686462   0.0948357
34.0245   0.518911   0.686462   0.0948357
34.2745   0.518911   0.686462   0.0948357
34.5245   0.518911   0.686462   0.0948357
34.7745   0.518911   0.686462   0.0948357
35.0245   0.518911   0.686462   0.0948357
35.2745   0.518911   0.686462   0.0948357
35.5245   0.518911   0.686462   0.0948357
35.7745   0.518911   0.686462   0.0948357
36.0245   0.518911   0.686462   0.0948357
36.2745   0.518911   0.686462   0.0948357
36.5245   0.518911   0.686462   0.0948357
36.7745   0.518911   0.686462   0.0948357
37.0245   0.518911   0.686462   0.0948357
37.2745   0.518911   0.686462   0.0948357
37.5245   0.518911   0.686462   0.0948357
37.7745   0.518911   0.686462   0.0948357
38.0245   0.518911   0.686462   0.0948357
38.2745   0.518911   0.686462   0.0948357
38.5245   0.518911   0.686462   0.0948357
38.7745   0.518911   0.686462   0.0948357
39.0245   0.518911   0.686462   0.0948357
39.2745   0.518911   0.686462   0.0948357
39.5245   0.518911   0.686462   0.0948357
39.7745   0.518911   0.686462   0.0948357
40.0245   0.518911   0.686462   0.0948357
40.2745   0.518911   0.686462   0.0948357
40.5245   0.518911   0.686462   0.0948357
40.7745   0.518911   0.686462   0.0948357
41.0245   0.518911   0.686462   0.0948357
41.2745   0.518911   0.686462   0.0948357
41.5245   0.518911   0.686462   0.0948357
41.7745   0.518911   0.686462   0.0948357
42.0245   0.518911   0.686462   0.0948357
42.2745   0.518911   0.686462   0.0948357
42.5245   0.518911   0.686462   0.0948357
42.7745   0.518911   0.686462   0.0948357
43.0245   0.518911   0.686462   0.0948357
43.2745   0.518911   0.686462   0.0948357
43.5245   0.518911   0.686462   0.0948357
43.7745   0.518911   0.686462   0.0948357
44.0245   0.518911   0.686462   0.0948357
44.2745   0.518911   0.686462   0.0948357
44.5245   0.518911   0.686462   0.0948357
44.7745   0.518911   0.686462   0.0948357
45.0245   0.518911   0.686462   0.0948357
45.2745   0.518911   0.686462   0.0948357
45.5245   0.518911   0.686462   0.0948357
45.7745   0.518911   0.686462   0.0948357
46.0245   0.518911   0.686462   0.0948357
46.2745   0.518911   0.686462   0.0948357
46.5245   0.518911   0.686462   0.0948357
46.7745   0.518911   0.686462   0.0948357
47.0245   0.518911   0.686462   0.0948357
47.2745   0.518911   0.686462   0.0948357
47.5245   0.518911   0.686462   0.0948357
47.7745   0.518911   0.686462   0.0948357
48.0245   0.518911   0.686462   0.0948357
48.2745   0.518911   0.686462   0.0948357
48.5245   0.518911   0.686462   0.0948357
48.7745   0.518911   0.686462   0.0948357
49.0245   0.518911   0.686462   0.0948357
49.2745   0.518911   0.686462   0.0948357
49.5245   0.518911   0.686462   0.0948357
49.7745   0.518911   0.686462   0.0948357
50.0245   0.518911   0.686462   0.0948357
50.2745   0.518911   0.686462   0.0948357
50.5245   0.518911   0.686462   0.0948357
50.7745   0.518911   0.686462   0.0948357
51.0245   0.518911   0.686462   0.0948357
51.2745   0.518911   0.686462   0.0948357
51.5245   0.518911   0.686462   0.0948357
51.7745   0.518911   0.686462   0.0948357
52.0245   0.518911   0.686462   0.0948357
52.2745   0.518911   0.686462   0.0948357
52.5245   0.518911   0.686462   0.0948357
52.7745   0.518911   0.686462   0.0948357
53.0245   0.518911   0.686462   0.0948357
53.2745   0.518911   0.686462   0.0948357
53.5245   0.518911   0.686462   0.0948357
53.7745   0.518911   0.686462   0.0948357
54.0245   0.518911   0.686462   0.0948357
54.2745   0.518911   0.686462   0.0948357
54.5245   0.518911   0.686462   0.0948357
54.7745   0.518911   0.686462   0.0948357
55.0245   0.518911   0.686462   0.0948357
55.2745   0.518911   0.686462   0.0948357
55.5245   0.518911   0.686462   0.0948357
55.7745   0.518911   0.686462   0.0948357
56.0245   0.518911   0.686462   0.0948357
56.2745   0.518911   0.686462   0.0948357
56.5245   0.518911   0.686462   0.0948357
56.7745   0.518911   0.686462   0.0948357
57.0245   0.518911   0.686462   0.0948357
57.2745   0.518911   0.686462   0.0948357
57.5245   0.518911   0.686462   0.0948357
57.7745   0.518911   0.686462   0.0948357
58.0245   0.518911   0.686462   0.0948357
58.2745   0.518911   0.686462   0.0948357
58.5245   0.518911   0.686462   0.0948357
58.7745   0.518911   0.686462   0.0948357
59.0245   0.518911   0.686462   0.0948357
59.2745   0.518911   0.686462   0.0948357
59.5245   0.518911   0.686462   0.0948357
59.7745   0.518911   0.686462   0.0948357
60.0245   0.518911   0.686462   0.0948357
60.2745   0.518911   0.686462   0.0948357
60.5245   0.518911   0.686462   0.0948357
60.7745   0.518911   0.686462   0.0948357
61.0245   0.518911   0.686462   0.0948357
61.2745   0.518911   0.686462   0.0948357
61.5245   0.518911   0.686462   0.0948357
61.7745   0.518911   0.686462   0.0948357
62.0245   0.518911   0.686462   0.0948357
62.2745   0.518911   0.686462   0.0948357
62.5245   0.518911   0.686462   0.0948357
62.7745   0.518911   0.686462   0.0948357
63.0245   0.518911   0.686462   0.0948357
63.2745   0.518911   0.686462   0.0948357
63.5245   0.518911   0.686462   0.0948357
63.7745   0.518911   0.686462   0.0948357
64.0245   0.518911   0.686462   0.0948357
64.2745   0.518911   0.686462   0.0948357
64.5245   0.518911   0.686462   0.0948357
64.7745   0.518911   0.686462   0.0948357
65.0245   0.518911   0.686462   0.0948357
65.2745   0.518911   0.686462   0.0948357
65.5245   0.518911   0.686462   0.0948357
65.7745   0.518911   0.686462   0.0948357
66.0245   0.518911   0.686462   0.0948357
66.2745   0.518911   0.686462   0.0948357
66.5245   0.518911   0.686462   0.0948357
66.7745   0.518911   0.686462   0.0948357
67.0245   0.518911   0.686462   0.0948357
67.2745   0.518911   0.686462   0.0948357
67.5245   0.518911   0.686462   0.0948357
67.7745   0.518911   0.686462   0.0948357
68.0245   0.518911   0.686462   0.0948357
68.2745   0.518911   0.686462   0.0948357
68.5245   0.518911   0.686462   0.0948357
68.7745   0.518911   0.686462   0.0948357
69.0245   0.518911   0.686462   0.0948357
69.2745   0.518911   0.686462   0.0948357
69.5245   0.518911   0.686462   0.0948357
69.7745   0.518911   0.686462   0.0948357
70.0245   0.518911   0.686462   0.0948357
70.2745   0.518911   0.686462   0.0948357
70.5245   0.518911   0.686462   0.0948357
70.7745   0.518911   0.686462   0.0948357
71.0245   0.518911   0.686462   0.0948357
71.2745   0.518911   0.686462   0.0948357
71.5245   0.518911   0.686462   0.0948357
71.7745   0.518911   0.686462   0.0948357
72.0245   0.518911   0.686462   0.0948357
72.2745   0.518911   0.686462   0.0948357
72.5245   0.518911   0.686462   0.0948357
72.7745   0.518911   0.686462   0.0948357
73.0245   0.518911   0.686462   0.0948357
73.2745   0.518911   0.686462   0.0948357
73.5245   0.518911   0.686462   0.0948357
73.7745   0.518911   0.686462   0.0948357
74.0245   0.518911   0.686462   0.0948357
74.2745   0.518911   0.686462   0.0948357
74.5245   0.518911   0.686462   0.0948357
74.7745   0.518911   0.686462   0.0948357
75.0245   0.518911   0.686462   0.0948357
75.2745   0.518911   0.686462   0.0948357
75.5245   0.518911   0.686462   0.0948357
75.7745   0.518911   0.686462   0.0948357
76.0245   0.518911   0.686462   0.0948357
76.2745   0.518911   0.686462   0.0948357
76.5245   0.518911   0.686462   0.0948357
76.7745   0.518911   0.686462   0.0948357
77.0245   0.518911   0.686462   0.0948357
77.2745   0.518911   0.686462   0.0948357
77.5245   0.518911   0.686462   0.0948357
77.7745   0.518911   0.686462   0.0948357
78.0245   0.518911   0.686462   0.0948357
78.2745   0.518911   0.686462   0.0948357
78.5245   0.518911   0.686462   0.0948357
78.7745   0.518911   0.686462   0.0948357
79.0245   0.518911   0.686462   0.0948357
79.2745   0.518911   0.686462   0.0948357
79.5245   0.518911   0.686462   0.0948357
79.7745   0.518911   0.686462   0.0948357
80.0245   0.518911   0.686462   0.0948357
80.2745   0.518911   0.686462   0.0948357
80.5245   0.518911   0.686462   0.0948357
80.7745   0.518911   0.686462   0.0948357
81.0245   0.518911   0.686462   0.0948357
81.2745   0.518911   0.686462   0.0948357
81.5245   0.518911   0.686462   0.0948357
81.7745   0.518911   0.686462   0.0948357
82.0245   0.518911   0.686462   0.0948357
82.2745   0.518911   0.686462   0.0948357
82.5245   0.518911   0.686462   0.0948357
82.7745   0.518911   0.686462   0.0948357
83.0245   0.518911   0.686462   0.0948357
83.2745   0.518911   0.686462   0.0948357
83.5245   0.518911   0.686462   0.0948357
83.7745   0.518911   0.686462   0.0948357
84.0245   0.518911   0.686462   0.0948357
84.2745   0.518911   0.686462   0.0948357
84.5245   0.518911   0.686462   0.0948357
84.7745   0.518911   0.686462   0.0948357
85.0245   0.518911   0.686462   0.0948357
85.2745   0.518911   0.686462   0.0948357
85.5245   0.518911   0.686462   0.0948357
85.7745   0.518911   0.686462   0.0948357
86.0245   0.518911   0.686462   0.0948357
86.2745   0.518911   0.686462   0.0948357
86.5245   0.518911   0.686462   0.0948357
86.7745   0.518911   0.686462   0.0948357
87.0245   0.518911   0.686462   0.0948357
87.2745   0.518911   0.686462   0.0948357
87.5245   0.518911   0.686462   0.0948357
87.7745   0.518911   0.686462   0.0948357
88.0245   0.518911   0.686462   0.0948357
88.2745   0.518911   0.686462   0.0948357
88.5245   0.518911   0.686462   0.0948357
88.7745   0.518911   0.686462   0.0948357
89.0245   0.518911   0.686462   0.0948357
89.2745   0.518911   0.686462   0.0948357
89.5245   0.518911   0.686462   0.0948357
89.7745   0.518911   0.686462   0.0948357
90.0245   0.518911   0.686462   0.0948357
90.2745   0.518911   0.686462   0.0948357
