#time          Q              r            MSE
70.8231   1   1   6.29091e-09
70.8275   1   1   8.50915e-09
70.8318   1   1   6.23147e-09
70.8362   1   1   8.61615e-09
70.8406   1   1   6.48517e-09
70.8449   1   1   8.96602e-09
70.8668   1   1   -1.55356e-09
70.8887   1   1   1.02731e-08
70.9105   1   1   -1.0922e-09
70.9324   1   1   1.00899e-08
71.0417   1   1   1.11258e-09
71.151   1   1   -1.79369e-08
71.2603   1   1   1.12562e-08
71.3696   1   1   1.3156e-08
71.6196   1   1   1.1349e-08
71.8696   1   1   2.16294e-08
72.1196   1   1   1.06979e-08
72.3696   1   1   1.45196e-08
72.6196   1   1   8.13195e-09
72.8696   1   1   3.73136e-09
73.1196   1   1   1.04221e-08
73.3696   1   1   6.50879e-09
73.3982   1   1   6.73653e-09
73.4269   1   1   6.44431e-09
73.4555   1   1   -8.3374e-09
73.4842   1   1   4.62942e-08
73.5128   1   1   7.42258e-09
73.5414   1   1   -4.9589e-09
73.5701   1   1   -4.23134e-09
73.5987   1   1   3.51584e-09
73.6163   1   1   1.30289e-08
73.634   1   1   2.8098e-09
73.6516   1   1   1.24877e-08
73.6693   1   1   2.1461e-09
73.6869   1   1   -8.17829e-09
73.7045   1   1   1.25768e-09
73.7222   1   1   4.80386e-09
73.7398   1   1   8.46414e-09
73.828   1   1   3.46192e-07
73.9162   1   1   7.9809e-07
74.0044   1   1   9.16501e-07
74.0926   1   1   8.08096e-07
74.2629   1   1   7.19377e-07
74.4331   1   1   6.40608e-07
74.6034   1   1   5.70278e-07
74.7737   1   1   5.07672e-07
75.0237   1   1   4.27916e-07
75.2737   1   1   3.60827e-07
75.5237   1   1   3.04108e-07
75.7737   1   1   2.56221e-07
76.0237   1   1   2.16084e-07
76.2737   1   1   1.8223e-07
76.5237   1   1   1.53724e-07
76.7737   1   1   1.2947e-07
77.0237   1   1   1.09549e-07
77.2737   1   1   9.32872e-08
77.5237   1   1   7.9286e-08
77.7737   1   1   6.47474e-08
78.0237   1   1   5.56509e-08
78.2737   1   1   4.65538e-08
78.5237   1   1   3.93953e-08
78.7737   1   1   3.14445e-08
79.0237   1   1   2.76442e-08
79.2737   1   1   2.09779e-08
79.5237   1   1   1.60344e-08
79.7737   1   1   1.83447e-08
79.8023   1   1   1.15022e-08
79.8309   1   1   3.27069e-09
79.8596   1   1   1.74291e-08
79.8882   1   1   1.27016e-08
79.9169   1   1   1.11846e-08
79.9455   1   1   1.02879e-08
79.9741   1   1   1.76938e-08
80.0028   1   1   5.34176e-09
80.0189   1   1   9.42597e-09
80.0349   1   1   8.24344e-09
80.051   1   1   1.05023e-08
80.0671   1   1   6.27108e-09
80.0832   1   1   1.79585e-08
80.0993   1   1   3.94633e-09
80.1154   1   1   1.98167e-08
80.1314   1   1   8.5736e-09
80.1415   1   1   1.05843e-08
80.1515   1   1   6.26188e-09
80.1615   1   1   1.44918e-08
80.1715   1   1   1.63142e-08
80.1815   1   1   1.23894e-08
80.1915   1   1   8.24025e-09
80.2016   1   1   4.82553e-09
80.2116   1   1   7.44948e-09
80.2616   1   1   7.54342e-09
80.3117   1   1   9.47692e-09
80.3618   1   1   1.71838e-08
80.4119   1   1   2.14995e-09
80.4247   1   1   1.01167e-08
80.4375   1   1   1.14433e-08
80.4503   1   1   1.2329e-08
80.4631   1   1   1.44104e-08
80.4758   1   1   1.71449e-08
80.4886   1   1   4.5898e-09
80.5014   1   1   -8.40693e-09
80.5142   1   1   6.15481e-09
80.5782   1   1   -3.35165e-09
80.6422   1   1   4.79738e-09
80.7061   1   1   1.11206e-09
80.7701   1   1   6.51726e-09
81.0201   1   1   2.13038e-08
81.2701   1   1   1.67349e-09
81.5201   1   1   1.62741e-08
81.7701   1   1   1.37903e-08
82.0201   1   1   1.75879e-09
82.2701   1   1   1.44582e-08
82.5201   1   1   5.78504e-09
82.7701   1   1   1.94349e-08
83.0201   1   1   2.04825e-08
83.2701   1   1   -5.74533e-09
83.5201   1   1   -2.753e-09
83.7701   1   1   1.56464e-08
83.7844   1   1   1.54916e-08
83.7987   1   1   1.61217e-08
83.813   1   1   9.9803e-09
83.8274   1   1   -8.61656e-10
83.8299   1   1   -4.1233e-09
83.8324   1   1   4.59825e-08
83.8349   1   1   -1.15408e-08
83.8374   1   1   -1.35857e-08
83.8399   1   1   -1.72678e-08
83.8424   1   1   -1.88667e-08
83.8449   1   1   -1.65777e-08
83.8474   1   1   -1.55102e-08
83.86   1   1   1.56641e-08
83.8725   1   1   9.6378e-09
83.885   1   1   4.42491e-09
83.8976   1   1   -2.03779e-09
83.9108   1   1   2.79598e-08
83.924   1   1   1.15084e-08
83.9372   1   1   7.30342e-08
83.9504   1   1   2.55414e-08
83.9636   1   1   -2.91553e-08
83.9768   1   1   -3.33359e-09
83.99   1   1   1.92872e-08
84.0032   1   1   9.12043e-09
84.0055   1   1   -1.84686e-08
84.0077   1   1   3.59175e-08
84.01   1   1   3.57907e-08
84.0123   1   1   8.12714e-09
84.0146   1   1   7.86092e-09
84.0168   1   1   7.63466e-09
84.0191   1   1   3.41679e-08
84.0214   1   1   6.05675e-09
84.0328   1   1   1.49224e-09
84.0441   1   1   2.51658e-08
84.0555   1   1   -2.81734e-09
84.0669   1   1   -4.38915e-09
84.075   1   1   -6.66761e-09
84.0831   1   1   1.63905e-08
84.0912   1   1   -2.32085e-08
84.0993   1   1   -2.32171e-09
84.1074   1   1   2.16412e-08
84.1155   1   1   -9.98952e-09
84.1236   1   1   1.15653e-08
84.1317   1   1   3.62046e-08
84.1722   1   1   4.9655e-08
84.2127   1   1   1.20414e-09
84.2532   1   1   -2.17092e-08
84.2937   1   1   -3.15154e-09
84.3175   1   1   -1.13818e-08
84.3413   1   1   1.49786e-08
84.3651   1   1   -1.29138e-08
84.3889   1   1   -2.08965e-08
84.3927   1   1   3.13562e-09
84.3964   1   1   2.94651e-08
84.4002   1   1   4.73001e-09
84.404   1   1   -2.14704e-08
84.4048   1   1   5.09977e-09
84.4057   1   1   -2.2569e-08
84.4066   1   1   4.59476e-09
84.4074   1   1   -2.53296e-08
84.4083   1   1   2.8908e-08
84.4092   1   1   2.88001e-08
84.41   1   1   1.34622e-09
84.4109   1   1   5.56516e-08
84.4152   1   1   2.81815e-08
84.4195   1   1   1.69486e-10
84.4238   1   1   2.62914e-08
84.4281   1   1   -5.4539e-08
84.4317   1   1   -5.6109e-08
84.4354   1   1   2.22044e-08
84.439   1   1   -6.30425e-09
84.4427   1   1   1.95275e-08
84.4463   1   1   1.80348e-08
84.45   1   1   1.66187e-08
84.4536   1   1   1.64071e-08
84.4573   1   1   -1.12464e-08
84.4755   1   1   -2.52966e-08
84.4938   1   1   4.57946e-08
84.512   1   1   4.00945e-08
84.5303   1   1   1.1025e-08
84.5406   1   1   3.2805e-08
84.5508   1   1   2.50916e-08
84.5611   1   1   5.37021e-08
84.5714   1   1   -5.09781e-09
84.5816   1   1   -4.1093e-08
84.5919   1   1   -7.37759e-09
84.6022   1   1   1.9031e-08
84.6124   1   1   -1.14321e-08
84.6638   1   1   5.33135e-09
84.7151   1   1   4.28351e-09
84.7664   1   1   1.5891e-08
84.8178   1   1   2.25766e-09
85.0678   1   1   3.00015e-09
85.3178   1   1   2.40294e-08
85.5678   1   1   7.83336e-09
85.8178   1   1   1.22161e-08
85.8464   1   1   2.22163e-08
85.8751   1   1   5.78149e-09
85.9037   1   1   5.12843e-09
85.9323   1   1   3.7507e-09
85.961   1   1   8.29217e-11
85.9896   1   1   2.23373e-08
86.0183   1   1   7.16794e-09
86.0469   1   1   5.00506e-09
86.0547   1   1   3.83725e-09
86.0626   1   1   2.80524e-09
86.0704   1   1   -1.13859e-08
86.0782   1   1   1.57693e-09
86.0861   1   1   1.407e-08
86.0939   1   1   -7.4312e-10
86.1017   1   1   1.16779e-08
86.1096   1   1   1.07116e-08
86.1488   1   1   1.87235e-08
86.1879   1   1   1.64601e-08
86.2271   1   1   1.59176e-08
86.2663   1   1   1.48134e-08
86.2894   1   1   -2.18615e-10
86.3126   1   1   1.11786e-08
86.3357   1   1   5.14257e-09
86.3588   1   1   1.60859e-08
86.382   1   1   2.17479e-09
86.4051   1   1   1.51233e-09
86.4282   1   1   1.24091e-08
86.4514   1   1   9.09054e-09
86.4661   1   1   2.07208e-08
86.4808   1   1   -9.24625e-09
86.4955   1   1   1.47129e-09
86.5102   1   1   -1.90889e-09
86.5127   1   1   -2.08245e-09
86.5153   1   1   -2.13223e-09
86.5178   1   1   -2.2916e-09
86.5204   1   1   -2.60982e-09
86.523   1   1   2.44958e-08
86.5255   1   1   -2.83583e-09
86.5281   1   1   1.03809e-08
86.5306   1   1   9.9455e-09
86.5328   1   1   2.34744e-08
86.535   1   1   9.78373e-09
86.5372   1   1   9.58664e-09
86.5394   1   1   2.30177e-08
86.5416   1   1   2.29503e-08
86.5438   1   1   9.12835e-09
86.546   1   1   -4.86567e-09
86.5482   1   1   8.39532e-09
86.5592   1   1   2.12044e-08
86.5702   1   1   2.08175e-08
86.5812   1   1   2.06471e-08
86.5921   1   1   2.03937e-08
86.6471   1   1   2.48223e-09
86.702   1   1   -5.59627e-09
86.7569   1   1   1.26564e-08
86.8118   1   1   7.3023e-09
86.8404   1   1   -9.3659e-09
86.8691   1   1   5.98548e-09
86.8977   1   1   4.496e-09
86.9264   1   1   1.4079e-09
86.955   1   1   -1.0916e-09
86.9836   1   1   -3.58079e-09
87.0123   1   1   -7.55563e-09
87.0409   1   1   4.15634e-09
87.1841   1   1   1.07851e-08
87.3273   1   1   -4.26582e-09
87.4705   1   1   2.78642e-08
87.6137   1   1   1.41773e-09
87.8637   1   1   1.26192e-08
88.1137   1   1   3.19701e-08
88.3637   1   1   3.00468e-08
88.6137   1   1   2.08163e-08
88.8637   1   1   2.42522e-08
89.1137   1   1   1.41457e-08
89.3637   1   1   4.65479e-09
89.6137   1   1   7.10952e-09
89.8637   1   1   1.71591e-08
90.1137   1   1   1.18682e-08
90.3637   1   1   1.58971e-08
90.6137   1   1   1.09323e-08
90.6423   1   1   9.52817e-09
90.671   1   1   7.92417e-09
90.6996   1   1   1.9932e-08
90.7283   1   1   1.88663e-08
90.7326   1   1   5.06697e-09
90.737   1   1   1.83921e-08
90.7414   1   1   4.4586e-09
90.7457   1   1   -9.56891e-09
90.7501   1   1   -9.94101e-09
90.7545   1   1   3.62778e-09
90.7589   1   1   3.78042e-09
90.7632   1   1   3.74965e-09
90.7668   1   1   3.57705e-09
90.7703   1   1   3.47367e-09
90.7738   1   1   3.34307e-09
90.7773   1   1   3.13181e-09
90.7808   1   1   1.65258e-08
90.7843   1   1   2.85187e-09
90.7879   1   1   2.91105e-09
90.7914   1   1   2.84475e-09
90.809   1   1   1.56829e-08
90.8266   1   1   1.09851e-08
90.8442   1   1   2.33293e-08
90.8618   1   1   2.24052e-08
90.8734   1   1   -5.29922e-09
90.8851   1   1   7.79597e-09
90.8968   1   1   7.69844e-09
90.9084   1   1   7.53248e-09
90.9201   1   1   6.96392e-09
90.9317   1   1   1.99092e-08
90.9434   1   1   5.45507e-09
90.955   1   1   4.61211e-09
91.0133   1   1   1.10488e-09
91.0716   1   1   -3.95891e-09
91.1299   1   1   2.14687e-09
91.1881   1   1   -4.88735e-09
91.2025   1   1   2.15911e-08
91.2168   1   1   -5.54032e-09
91.2311   1   1   -5.5441e-09
91.2454   1   1   -6.44571e-09
91.2479   1   1   -6.7292e-09
91.2504   1   1   -7.01757e-09
91.2529   1   1   -7.311e-09
91.2554   1   1   -7.60967e-09
91.258   1   1   1.94744e-08
91.2605   1   1   -7.73727e-09
91.263   1   1   -7.76238e-09
91.2655   1   1   -7.95661e-09
91.278   1   1   -8.08089e-09
91.2905   1   1   -8.33773e-09
91.3031   1   1   -1.04569e-08
91.3156   1   1   1.4733e-08
91.32   1   1   1.4143e-08
91.3244   1   1   -1.37258e-08
91.3288   1   1   -1.37912e-08
91.3332   1   1   -1.39457e-08
91.3376   1   1   -1.50211e-08
91.3419   1   1   -1.5704e-08
91.3463   1   1   -1.54009e-08
91.3507   1   1   1.22671e-08
91.3727   1   1   2.71817e-08
91.3946   1   1   -2.56194e-09
91.4165   1   1   2.71969e-08
91.4385   1   1   -2.60334e-08
91.4507   1   1   7.20504e-10
91.463   1   1   2.80596e-08
91.4753   1   1   2.71943e-08
91.4876   1   1   -1.41454e-09
91.4999   1   1   -1.54015e-09
91.5122   1   1   -1.53126e-09
91.5245   1   1   -2.42989e-09
91.5368   1   1   -3.80655e-09
91.5408   1   1   -3.99692e-09
91.5448   1   1   -3.90332e-09
91.5489   1   1   2.35731e-08
91.5529   1   1   2.37528e-08
91.557   1   1   7.01822e-09
91.561   1   1   -4.7802e-08
91.565   1   1   2.28865e-08
91.5691   1   1   2.24766e-08
91.5893   1   1   2.28485e-08
91.6095   1   1   2.26591e-08
91.6297   1   1   2.12992e-08
91.6499   1   1   -8.10348e-09
91.7509   1   1   1.00521e-08
91.852   1   1   2.43255e-08
91.953   1   1   1.44166e-08
92.054   1   1   -3.16744e-11
92.0707   1   1   -5.69812e-08
92.0874   1   1   -6.4983e-09
92.1041   1   1   4.43074e-08
92.1208   1   1   4.74795e-08
92.1375   1   1   5.04421e-10
92.1542   1   1   4.18414e-09
92.1709   1   1   -2.27487e-08
92.1876   1   1   3.09709e-09
92.1985   1   1   2.31527e-09
92.2094   1   1   1.46519e-09
92.2203   1   1   5.3576e-10
92.2312   1   1   -4.87012e-10
92.2421   1   1   -3.26358e-09
92.2531   1   1   -5.89333e-08
92.264   1   1   -2.87991e-08
92.2749   1   1   4.89639e-10
92.2825   1   1   2.73439e-08
92.2901   1   1   -2.80821e-08
92.2977   1   1   -3.03021e-09
92.3053   1   1   -5.19839e-09
92.3129   1   1   -4.70623e-09
92.3205   1   1   -6.1097e-09
92.3281   1   1   -1.23575e-08
92.3357   1   1   2.25887e-08
92.3729   1   1   7.29317e-08
92.4102   1   1   -1.56808e-07
92.4474   1   1   5.99914e-08
92.4846   1   1   9.38637e-09
92.5054   1   1   9.31789e-09
92.5262   1   1   6.25356e-08
92.5469   1   1   4.69309e-09
92.5677   1   1   5.94574e-08
92.5885   1   1   5.22051e-09
92.6092   1   1   3.30559e-09
92.63   1   1   -5.02471e-08
92.6508   1   1   -5.24137e-08
92.6566   1   1   -8.82879e-10
92.6625   1   1   -5.05059e-09
92.6684   1   1   -6.44062e-08
92.6742   1   1   4.33501e-08
92.6801   1   1   -7.13597e-08
92.686   1   1   2.53647e-08
92.6918   1   1   2.67854e-08
92.6977   1   1   -8.33055e-08
92.6988   1   1   -8.78461e-08
92.7   1   1   -9.11463e-08
92.7011   1   1   -9.25055e-08
92.7022   1   1   -2.08266e-07
92.7033   1   1   1.06373e-08
92.7045   1   1   -8.69625e-08
92.7056   1   1   1.35518e-07
92.7067   1   1   -8.39392e-08
92.7079   1   1   2.41215e-08
92.709   1   1   2.41977e-08
92.7102   1   1   -1.95894e-07
92.7113   1   1   1.98141e-08
92.7124   1   1   2.07624e-08
92.7136   1   1   -8.83661e-08
92.7147   1   1   -9.10537e-08
92.7159   1   1   -9.65261e-08
92.7164   1   1   -9.72812e-08
92.717   1   1   1.123e-08
92.7176   1   1   -2.09757e-07
92.7182   1   1   4.97523e-09
92.7187   1   1   6.71411e-09
92.7193   1   1   7.06587e-09
92.7199   1   1   3.64389e-09
92.7205   1   1   9.82707e-11
92.7233   1   1   -2.40972e-07
92.7262   1   1   1.97962e-07
92.7291   1   1   -8.99703e-08
92.732   1   1   -7.9293e-08
92.7333   1   1   -8.02753e-08
92.7346   1   1   -7.95277e-08
92.7359   1   1   -7.91526e-08
92.7372   1   1   3.00066e-08
92.7384   1   1   -7.85433e-08
92.7397   1   1   1.39919e-07
92.741   1   1   3.20447e-08
92.7423   1   1   -7.7478e-08
92.7437   1   1   -7.99012e-08
92.745   1   1   2.5246e-08
92.7463   1   1   1.81783e-08
92.7477   1   1   -1.00155e-07
92.7481   1   1   6.47002e-09
92.7485   1   1   6.98729e-09
92.7489   1   1   1.00785e-08
92.7493   1   1   -9.77395e-08
92.7497   1   1   -9.83568e-08
92.7501   1   1   1.04087e-08
92.7505   1   1   -1.00326e-07
92.7509   1   1   -1.03426e-07
92.7512   1   1   -1.02991e-07
92.7515   1   1   5.9435e-09
92.7518   1   1   2.26508e-09
92.7521   1   1   -1.52728e-09
92.7524   1   1   -2.18441e-07
92.7527   1   1   -2.18383e-07
92.753   1   1   -2.20621e-07
92.7533   1   1   -5.02439e-09
92.7549   1   1   2.22684e-08
92.7564   1   1   1.31242e-08
92.758   1   1   1.03212e-09
92.7595   1   1   1.64976e-06
92.766   1   1   5.91682e-09
92.7724   1   1   2.42663e-09
92.7789   1   1   -5.64874e-08
92.7853   1   1   -5.4952e-10
92.8176   1   1   4.01683e-09
92.8499   1   1   7.71398e-09
92.8822   1   1   5.58122e-09
92.9145   1   1   3.00458e-08
92.9189   1   1   3.03897e-08
92.9232   1   1   3.3847e-09
92.9275   1   1   -2.38825e-08
92.9319   1   1   3.13071e-09
92.9362   1   1   2.10907e-09
92.9406   1   1   -2.58075e-08
92.9449   1   1   2.95351e-08
92.9493   1   1   3.06658e-08
92.971   1   1   3.38105e-09
92.9927   1   1   2.25868e-09
93.0144   1   1   1.54535e-09
93.0361   1   1   8.76362e-10
93.05   1   1   1.18992e-09
93.0639   1   1   1.81341e-09
93.0778   1   1   1.36469e-09
93.0917   1   1   2.48699e-10
93.1057   1   1   -6.35724e-10
93.1196   1   1   -1.59465e-09
93.1335   1   1   -2.64037e-09
93.1474   1   1   -3.78845e-09
93.1522   1   1   -3.60818e-09
93.157   1   1   -3.5621e-09
93.1618   1   1   -3.16764e-08
93.1666   1   1   -5.53205e-09
93.1714   1   1   2.1969e-08
93.1761   1   1   -5.26886e-09
93.1809   1   1   2.07236e-08
93.1857   1   1   1.96764e-08
93.2096   1   1   -1.15804e-08
93.2336   1   1   6.64555e-08
93.2575   1   1   1.00073e-08
93.2815   1   1   8.82855e-09
93.3025   1   1   -1.74107e-08
93.3236   1   1   1.12253e-08
93.3446   1   1   1.08661e-08
93.3657   1   1   9.63707e-09
93.3693   1   1   3.70236e-08
93.3729   1   1   9.89363e-09
93.3764   1   1   9.62808e-09
93.38   1   1   3.66381e-08
93.3836   1   1   9.28067e-09
93.3872   1   1   8.9798e-09
93.3908   1   1   3.6039e-08
93.3944   1   1   8.75895e-09
93.4123   1   1   -1.79955e-08
93.4302   1   1   3.70254e-08
93.4481   1   1   9.31366e-09
93.4661   1   1   8.40341e-09
93.5557   1   1   2.24222e-08
93.6453   1   1   2.93528e-09
93.735   1   1   -1.0118e-08
93.8246   1   1   -1.46182e-09
93.8318   1   1   1.16989e-08
93.8389   1   1   -2.38109e-09
93.8461   1   1   -2.86365e-09
93.8532   1   1   -3.3628e-09
93.8604   1   1   -1.77184e-08
93.8676   1   1   -4.56276e-09
93.8747   1   1   -4.38902e-09
93.8819   1   1   -4.3442e-09
93.8869   1   1   -1.81969e-08
93.8919   1   1   -4.68951e-09
93.8969   1   1   2.22898e-08
93.9019   1   1   8.56775e-09
93.9069   1   1   2.21041e-08
93.912   1   1   2.20047e-08
93.917   1   1   8.2288e-09
93.922   1   1   8.06808e-09
93.9259   1   1   -5.78219e-09
93.9298   1   1   7.62462e-09
93.9338   1   1   7.65238e-09
93.9377   1   1   7.71325e-09
93.9416   1   1   7.69721e-09
93.9455   1   1   -6.04432e-09
93.9495   1   1   2.08479e-08
93.9534   1   1   2.06201e-08
93.973   1   1   6.98247e-09
93.9927   1   1   2.00865e-08
94.0123   1   1   -7.94575e-09
94.032   1   1   1.88525e-08
94.1301   1   1   3.05876e-09
94.2283   1   1   -9.66729e-10
94.3265   1   1   2.3241e-08
94.4247   1   1   -8.7053e-09
94.4534   1   1   -1.03981e-08
94.482   1   1   1.29609e-08
94.5106   1   1   -2.34466e-08
94.5393   1   1   2.47278e-08
94.5679   1   1   -2.75895e-08
94.5966   1   1   -2.542e-08
94.6252   1   1   -2.1594e-08
94.6538   1   1   -2.23111e-08
94.6715   1   1   2.15749e-09
94.6891   1   1   -2.52251e-08
94.7068   1   1   3.53042e-09
94.7244   1   1   3.21842e-09
94.7275   1   1   3.03977e-08
94.7306   1   1   3.06725e-09
94.7337   1   1   3.00724e-08
94.7368   1   1   2.6481e-09
94.7375   1   1   2.98678e-08
94.7382   1   1   2.98754e-08
94.7389   1   1   2.65721e-09
94.7397   1   1   2.98888e-08
94.7404   1   1   2.98827e-08
94.7411   1   1   2.63947e-09
94.7418   1   1   -2.45994e-08
94.7425   1   1   2.98523e-08
94.746   1   1   2.72085e-09
94.7496   1   1   2.71329e-09
94.7531   1   1   2.97154e-08
94.7566   1   1   2.24776e-09
94.7582   1   1   2.94323e-08
94.7597   1   1   2.93975e-08
94.7613   1   1   2.93729e-08
94.7628   1   1   2.93716e-08
94.7644   1   1   2.93281e-08
94.7659   1   1   2.92941e-08
94.7675   1   1   2.9342e-08
94.7691   1   1   2.15101e-09
94.7768   1   1   2.97058e-08
94.7846   1   1   2.82691e-09
94.7924   1   1   2.96583e-08
94.8002   1   1   1.80983e-09
94.839   1   1   2.93696e-08
94.8779   1   1   2.63973e-09
94.9168   1   1   2.87018e-08
94.9557   1   1   2.77428e-08
95.1423   1   1   2.37461e-08
95.3289   1   1   -1.22204e-08
95.5155   1   1   -1.06493e-08
95.7022   1   1   -1.254e-08
95.7165   1   1   1.26531e-08
95.7308   1   1   -1.60616e-08
95.7451   1   1   1.16305e-08
95.7595   1   1   -1.54065e-08
95.7738   1   1   1.00962e-08
95.7881   1   1   8.99667e-09
95.8024   1   1   -1.8034e-08
95.8167   1   1   9.70659e-09
95.8216   1   1   1.00791e-08
95.8264   1   1   -1.66567e-08
95.8312   1   1   1.07227e-08
95.836   1   1   1.06623e-08
95.8371   1   1   1.06943e-08
95.8381   1   1   1.0713e-08
95.8392   1   1   1.06783e-08
95.8402   1   1   1.06414e-08
95.8413   1   1   -1.65862e-08
95.8423   1   1   1.06387e-08
95.8434   1   1   -1.66002e-08
95.8444   1   1   -1.66685e-08
95.8455   1   1   1.04827e-08
95.8467   1   1   -1.67251e-08
95.8478   1   1   -1.66557e-08
95.8489   1   1   1.06166e-08
95.85   1   1   -1.65702e-08
95.8511   1   1   1.06447e-08
95.8523   1   1   1.05475e-08
95.8534   1   1   3.7757e-08
95.859   1   1   1.07859e-08
95.8646   1   1   1.06458e-08
95.8702   1   1   -1.68228e-08
95.8758   1   1   -1.72568e-08
95.9038   1   1   -1.79758e-08
95.9318   1   1   -1.86654e-08
95.9599   1   1   4.82947e-09
95.9879   1   1   3.01552e-08
96.1202   1   1   1.05051e-08
96.2526   1   1   9.5647e-09
96.3849   1   1   1.17249e-08
96.5173   1   1   1.38433e-08
96.5435   1   1   -9.31455e-10
96.5697   1   1   1.19298e-08
96.596   1   1   5.81087e-09
96.6222   1   1   1.32684e-08
96.6484   1   1   1.26652e-08
96.6746   1   1   -1.95021e-09
96.7008   1   1   4.87976e-09
96.7271   1   1   3.90663e-09
96.742   1   1   1.73676e-08
96.757   1   1   1.73592e-08
96.772   1   1   3.56903e-09
96.7869   1   1   1.69797e-08
96.8019   1   1   1.64246e-08
96.8168   1   1   1.59954e-08
96.8318   1   1   2.76003e-09
96.8468   1   1   1.68468e-08
96.8569   1   1   1.66683e-08
96.8671   1   1   1.63791e-08
96.8773   1   1   1.61137e-08
96.8875   1   1   2.22875e-09
96.8976   1   1   1.8268e-09
96.9078   1   1   1.50756e-08
96.918   1   1   1.27627e-09
96.9281   1   1   1.48294e-08
96.979   1   1   1.05188e-09
97.0299   1   1   1.40858e-08
97.0807   1   1   1.28084e-08
97.1316   1   1   1.16385e-08
97.1602   1   1   1.13234e-08
97.1888   1   1   1.09928e-08
97.2175   1   1   1.06456e-08
97.2461   1   1   1.02809e-08
97.2748   1   1   1.03028e-08
97.3034   1   1   1.08095e-08
97.332   1   1   -2.28415e-09
97.3607   1   1   1.13883e-08
97.5039   1   1   1.11944e-08
97.6471   1   1   -5.7543e-09
97.7903   1   1   1.28372e-08
97.9335   1   1   3.89193e-08
97.9621   1   1   -1.54029e-08
97.9907   1   1   -1.79788e-08
98.0194   1   1   5.60659e-09
98.048   1   1   -2.60863e-08
98.0522   1   1   5.58489e-10
98.0564   1   1   4.35089e-10
98.0606   1   1   -2.66884e-08
98.0648   1   1   -2.69969e-08
98.0657   1   1   8.56559e-12
98.0667   1   1   -5.46492e-08
98.0676   1   1   -3.20599e-10
98.0685   1   1   -3.76542e-10
98.0695   1   1   -4.3087e-10
98.0704   1   1   -6.27952e-10
98.0713   1   1   -9.99549e-10
98.0723   1   1   -2.85741e-08
98.077   1   1   -1.75228e-09
98.0816   1   1   -2.1529e-09
98.0863   1   1   -3.07074e-08
98.091   1   1   -3.24874e-08
98.1144   1   1   -3.63867e-08
98.1379   1   1   -3.53463e-08
98.1613   1   1   -3.40788e-08
98.1847   1   1   -3.81823e-08
98.1979   1   1   -4.17737e-08
98.2111   1   1   -4.10684e-08
98.2243   1   1   1.53131e-08
98.2375   1   1   -4.12099e-08
98.2387   1   1   1.28492e-08
98.24   1   1   -4.15494e-08
98.2412   1   1   -4.13216e-08
98.2424   1   1   -4.14911e-08
98.2436   1   1   -4.18147e-08
98.2449   1   1   -4.16917e-08
98.2461   1   1   1.29538e-08
98.2473   1   1   -4.17302e-08
98.2535   1   1   -4.16243e-08
98.2596   1   1   1.26191e-08
98.2658   1   1   8.12785e-09
98.2719   1   1   4.8362e-08
98.3026   1   1   -6.8986e-09
98.3333   1   1   -2.74038e-08
98.364   1   1   2.88186e-08
98.3947   1   1   6.52064e-10
98.4134   1   1   -2.71998e-08
98.4322   1   1   -4.74499e-09
98.4509   1   1   4.54497e-08
98.4696   1   1   4.5e-08
98.4729   1   1   -9.52702e-09
98.4762   1   1   4.48776e-08
98.4794   1   1   -9.66379e-09
98.4827   1   1   -9.73058e-09
98.4836   1   1   -9.75189e-09
98.4845   1   1   -9.77419e-09
98.4854   1   1   -9.79469e-09
98.4863   1   1   -9.81432e-09
98.4873   1   1   4.46183e-08
98.4882   1   1   -9.8517e-09
98.4891   1   1   4.45838e-08
98.49   1   1   4.45684e-08
98.4946   1   1   4.44964e-08
98.4992   1   1   4.43832e-08
98.5037   1   1   4.42664e-08
98.5083   1   1   4.41662e-08
98.5312   1   1   4.37306e-08
98.5541   1   1   -1.13064e-08
98.577   1   1   -1.18734e-08
98.5999   1   1   -1.24737e-08
98.6101   1   1   4.17551e-08
98.6203   1   1   4.17629e-08
98.6305   1   1   -1.26772e-08
98.6408   1   1   -1.29157e-08
98.651   1   1   -1.32479e-08
98.6612   1   1   4.08473e-08
98.6714   1   1   4.04913e-08
98.6816   1   1   4.03934e-08
98.6891   1   1   4.02156e-08
98.6965   1   1   3.99612e-08
98.7039   1   1   4.00942e-08
98.7113   1   1   4.04735e-08
98.7187   1   1   4.03385e-08
98.7261   1   1   -1.44176e-08
98.7335   1   1   3.99832e-08
98.7409   1   1   -1.45275e-08
98.7779   1   1   4.02752e-08
98.815   1   1   4.16997e-08
98.852   1   1   1.44139e-08
98.8891   1   1   1.36778e-08
99.0742   1   1   1.96495e-08
99.2594   1   1   1.59209e-08
99.4446   1   1   -2.04185e-10
99.6298   1   1   2.09189e-08
99.7224   1   1   5.9921e-09
99.8149   1   1   5.25571e-09
99.9075   1   1   7.75556e-09
100   1   1   -1.36221e-09
