# S1 S2 MSE
1.40 0.70 0.22144
1.40 0.80 0.21984
1.40 0.90 0.22192
1.40 1.00 0.24795
1.40 1.10 0.11342
1.40 1.20 0.02588
1.40 1.30 0.00520
1.40 1.40 0.00000
1.40 1.50 0.00283
1.40 1.60 0.00738
1.40 1.70 0.01182
1.40 1.80 0.01849
1.40 1.90 0.01475
1.40 2.00 0.02179
1.40 2.10 0.01309
1.40 2.20 0.01701
1.40 2.30 0.04275
1.40 2.40 0.04905
1.40 2.50 0.02401
1.40 2.60 0.02011
1.40 2.70 0.02153
1.40 2.80 0.03372
1.40 2.90 0.01997
1.40 3.00 0.02442

1.50 0.00 0.75554
1.50 0.10 0.56870
1.50 0.20 0.54799
1.50 0.30 0.35963
1.50 0.40 0.32407
1.50 0.50 0.24643
1.50 0.60 0.23487
1.50 0.70 0.24017
1.50 0.80 0.21523
1.50 0.90 0.24736
1.50 1.00 0.30167
1.50 1.10 0.18074
1.50 1.20 0.05441
1.50 1.30 0.02034
1.50 1.40 0.00428
1.50 1.50 0.00000
1.50 1.60 0.00213
1.50 1.70 0.00509
1.50 1.80 0.00990
1.50 1.90 0.00939
1.50 2.00 0.01512
1.50 2.10 0.02007
1.50 2.20 0.02293
1.50 2.30 0.02396
1.50 2.40 0.01588
1.50 2.50 0.01473
1.50 2.60 0.01513
1.50 2.70 0.02064
1.50 2.80 0.03470
1.50 2.90 0.03415
1.50 3.00 0.03127

1.60 0.00 0.78676
1.60 0.10 0.66975
1.60 0.20 0.72843
1.60 0.30 0.41199
1.60 0.40 0.51846
1.60 0.50 0.31728
1.60 0.60 0.31432
1.60 0.70 0.30472
1.60 0.80 0.24743
1.60 0.90 0.26985
1.60 1.00 0.28603
1.60 1.10 0.28797
1.60 1.20 0.08785
1.60 1.30 0.03125
1.60 1.40 0.01038
1.60 1.50 0.00261
1.60 1.60 0.00000
1.60 1.70 0.00172
1.60 1.80 0.00396
1.60 1.90 0.00847
1.60 2.00 0.01008
1.60 2.10 0.01600
1.60 2.20 0.02037
1.60 2.30 0.01532
1.60 2.40 0.01810
1.60 2.50 0.03226
1.60 2.60 0.02265
1.60 2.70 0.04768
1.60 2.80 0.02075
1.60 2.90 0.02279
1.60 3.00 0.02217

1.70 0.00 0.72546
1.70 0.10 0.68755
1.70 0.20 0.44796
1.70 0.30 0.50693
1.70 0.40 0.34351
1.70 0.50 0.32309
1.70 0.60 0.33412
1.70 0.70 0.30560
1.70 0.80 0.26239
1.70 0.90 0.27739
1.70 1.00 0.35237
1.70 1.10 0.31718
1.70 1.20 0.17157
1.70 1.30 0.06410
1.70 1.40 0.02483
1.70 1.50 0.01003
1.70 1.60 0.00155
1.70 1.70 0.00000
1.70 1.80 0.00117
1.70 1.90 0.00229
1.70 2.00 0.00729
1.70 2.10 0.01292
1.70 2.20 0.01093
1.70 2.30 0.01641
1.70 2.40 0.00722
1.70 2.50 0.03045
1.70 2.60 0.01716
1.70 2.70 0.02544
1.70 2.80 0.01593
1.70 2.90 0.02150
1.70 3.00 0.02669

1.80 0.00 0.72200
1.80 0.10 0.71449
1.80 0.20 0.62017
1.80 0.30 0.53186
1.80 0.40 0.44046
1.80 0.50 0.35663
1.80 0.60 0.33215
1.80 0.70 0.27159
1.80 0.80 0.27731
1.80 0.90 0.32078
1.80 1.00 0.30750
1.80 1.10 0.34656
1.80 1.20 0.19997
1.80 1.30 0.07811
1.80 1.40 0.03482
1.80 1.50 0.01830
1.80 1.60 0.00725
1.80 1.70 0.00104
1.80 1.80 0.00000
1.80 1.90 0.00068
1.80 2.00 0.00228
1.80 2.10 0.00542
1.80 2.20 0.00233
1.80 2.30 0.00721
1.80 2.40 0.01326
1.80 2.50 0.01987
1.80 2.60 0.03267
1.80 2.70 0.00518
1.80 2.80 0.01102
1.80 2.90 0.01859
1.80 3.00 0.02128

1.90 0.00 1.03124
1.90 0.10 0.71592
1.90 0.20 0.62921
1.90 0.30 0.48096
1.90 0.40 0.44498
1.90 0.50 0.28915
1.90 0.60 0.38013
1.90 0.70 0.28997
1.90 0.80 0.28497
1.90 0.90 0.28674
1.90 1.00 0.33487
1.90 1.10 0.32818
1.90 1.20 0.31399
1.90 1.30 0.15003
1.90 1.40 0.07136
1.90 1.50 0.03108
1.90 1.60 0.02222
1.90 1.70 0.00814
1.90 1.80 0.00108
1.90 1.90 0.00000
1.90 2.00 0.00061
1.90 2.10 0.00214
1.90 2.20 0.00345
1.90 2.30 0.00463
1.90 2.40 0.00596
1.90 2.50 0.01300
1.90 2.60 0.00722
1.90 2.70 0.00818
1.90 2.80 0.00969
1.90 2.90 0.03435
1.90 3.00 0.00540

2.00 0.00 0.94623
2.00 0.10 0.80897
2.00 0.20 0.53214
2.00 0.30 0.55138
2.00 0.40 0.44709
2.00 0.50 0.42099
2.00 0.60 0.32408
2.00 0.70 0.28095
2.00 0.80 0.38265
2.00 0.90 0.31358
2.00 1.00 0.31782
2.00 1.10 0.39628
2.00 1.20 0.30297
2.00 1.30 0.17149
2.00 1.40 0.07643
2.00 1.50 0.04000
2.00 1.60 0.02365
2.00 1.70 0.00863
2.00 1.80 0.00421
2.00 1.90 0.00091
2.00 2.00 0.00000
2.00 2.10 0.00044
2.00 2.20 0.00043
2.00 2.30 0.00200
2.00 2.40 0.00571
2.00 2.50 0.00144
2.00 2.60 0.01239
2.00 2.70 0.00632
2.00 2.80 0.01524
2.00 2.90 0.00692
2.00 3.00 0.02124

2.10 0.00 1.04853
2.10 0.10 0.82838
2.10 0.20 0.53826
2.10 0.30 0.56312
2.10 0.40 0.42261
2.10 0.50 0.38398
2.10 0.60 0.36913
2.10 0.70 0.31826
2.10 0.80 0.34261
2.10 0.90 0.29600
2.10 1.00 0.38095
2.10 1.10 0.40357
2.10 1.20 0.33176
2.10 1.30 0.14401
2.10 1.40 0.09873
2.10 1.50 0.04396
2.10 1.60 0.02401
2.10 1.70 0.01046
2.10 1.80 0.00799
2.10 1.90 0.00237
2.10 2.00 0.00045
2.10 2.10 0.00000
2.10 2.20 0.00038
2.10 2.30 0.00067
2.10 2.40 0.00311
2.10 2.50 0.00279
2.10 2.60 0.00252
2.10 2.70 0.00130
2.10 2.80 0.00572
2.10 2.90 0.00253
2.10 3.00 0.00284

2.20 0.00 0.74283
2.20 0.10 0.82777
2.20 0.20 0.68122
2.20 0.30 0.65470
2.20 0.40 0.37843
2.20 0.50 0.46494
2.20 0.60 0.30495
2.20 0.70 0.34829
2.20 0.80 0.30924
2.20 0.90 0.31935
2.20 1.00 0.37305
2.20 1.10 0.38028
2.20 1.20 0.34294
2.20 1.30 0.19328
2.20 1.40 0.11285
2.20 1.50 0.06282
2.20 1.60 0.02432
2.20 1.70 0.01876
2.20 1.80 0.00868
2.20 1.90 0.00485
2.20 2.00 0.00276
2.20 2.10 0.00053
2.20 2.20 0.00000
2.20 2.30 0.00027
2.20 2.40 0.00097
2.20 2.50 0.00223
2.20 2.60 0.00473
2.20 2.70 0.00320
2.20 2.80 0.00797
2.20 2.90 0.00305
2.20 3.00 0.00146

2.30 0.00 0.88714
2.30 0.10 0.74859
2.30 0.20 0.68145
2.30 0.30 0.50456
2.30 0.40 0.48148
2.30 0.50 0.43772
2.30 0.60 0.36552
2.30 0.70 0.30325
2.30 0.80 0.31771
2.30 0.90 0.36228
2.30 1.00 0.34415
2.30 1.10 0.32847
2.30 1.20 0.44698
2.30 1.30 0.19967
2.30 1.40 0.10912
2.30 1.50 0.07899
2.30 1.60 0.05265
2.30 1.70 0.01919
2.30 1.80 0.01576
2.30 1.90 0.00517
2.30 2.00 0.00472
2.30 2.10 0.00238
2.30 2.20 0.00027
2.30 2.30 0.00000
2.30 2.40 0.00023
2.30 2.50 0.00054
2.30 2.60 0.00076
2.30 2.70 0.00188
2.30 2.80 0.00083
2.30 2.90 0.00172
2.30 3.00 0.00093

2.40 0.00 1.15999
2.40 0.10 1.01721
2.40 0.20 0.61185
2.40 0.30 0.37057
2.40 0.40 0.51658
2.40 0.50 0.42822
2.40 0.60 0.39442
2.40 0.70 0.22190
2.40 0.80 0.39037
2.40 0.90 0.32009
2.40 1.00 0.41936
2.40 1.10 0.38130
2.40 1.20 0.37414
2.40 1.30 0.23610
2.40 1.40 0.12366
2.40 1.50 0.07387
2.40 1.60 0.04290
2.40 1.70 0.03087
2.40 1.80 0.01003
2.40 1.90 0.01221
2.40 2.00 0.00505
2.40 2.10 0.00161
2.40 2.20 0.00022
2.40 2.30 0.00040
2.40 2.40 0.00000
2.40 2.50 0.00016
2.40 2.60 0.00013
2.40 2.70 0.00017
2.40 2.80 0.00195
2.40 2.90 0.00276
2.40 3.00 0.00194

2.50 0.00 1.13074
2.50 0.10 0.91362
2.50 0.20 0.71503
2.50 0.30 0.62713
2.50 0.40 0.56504
2.50 0.50 0.42199
2.50 0.60 0.30080
2.50 0.70 0.32858
2.50 0.80 0.34571
2.50 0.90 0.36085
2.50 1.00 0.35268
2.50 1.10 0.43421
2.50 1.20 0.43008
2.50 1.30 0.34581
2.50 1.40 0.16205
2.50 1.50 0.06146
2.50 1.60 0.06260
2.50 1.70 0.02832
2.50 1.80 0.01991
2.50 1.90 0.01414
2.50 2.00 0.00834
2.50 2.10 0.00263
2.50 2.20 0.00162
2.50 2.30 0.00063
2.50 2.40 0.00003
2.50 2.50 0.00000
2.50 2.60 0.00012
2.50 2.70 0.00045
2.50 2.80 0.00296
2.50 2.90 0.00181
2.50 3.00 0.00229

2.60 0.00 0.79131
2.60 0.10 0.63261
2.60 0.20 0.77990
2.60 0.30 0.56060
2.60 0.40 0.48591
2.60 0.50 0.52550
2.60 0.60 0.37435
2.60 0.70 0.30154
2.60 0.80 0.30081
2.60 0.90 0.29085
2.60 1.00 0.32332
2.60 1.10 0.50274
2.60 1.20 0.49627
2.60 1.30 0.22507
2.60 1.40 0.11556
2.60 1.50 0.07772
2.60 1.60 0.04447
2.60 1.70 0.02425
2.60 1.80 0.02376
2.60 1.90 0.01085
2.60 2.00 0.01594
2.60 2.10 0.00738
2.60 2.20 0.00417
2.60 2.30 0.00367
2.60 2.40 0.00070
2.60 2.50 0.00012
2.60 2.60 0.00000
2.60 2.70 0.00031
2.60 2.80 0.00003
2.60 2.90 0.00007
2.60 3.00 0.00155

2.70 0.00 0.92046
2.70 0.10 0.76039
2.70 0.20 0.62977
2.70 0.30 0.73721
2.70 0.40 0.53907
2.70 0.50 0.45525
2.70 0.60 0.40054
2.70 0.70 0.30305
2.70 0.80 0.40978
2.70 0.90 0.36246
2.70 1.00 0.31671
2.70 1.10 0.45019
2.70 1.20 0.43575
2.70 1.30 0.25832
2.70 1.40 0.13189
2.70 1.50 0.07924
2.70 1.60 0.07475
2.70 1.70 0.04781
2.70 1.80 0.01814
2.70 1.90 0.01607
2.70 2.00 0.00575
2.70 2.10 0.00781
2.70 2.20 0.00124
2.70 2.30 0.00270
2.70 2.40 0.00086
2.70 2.50 0.00006
2.70 2.60 0.00001
2.70 2.70 0.00000
2.70 2.80 0.00011
2.70 2.90 0.00003
2.70 3.00 0.00005

2.80 0.00 1.35578
2.80 0.10 0.94000
2.80 0.20 0.70931
2.80 0.30 0.54230
2.80 0.40 0.43278
2.80 0.50 0.37749
2.80 0.60 0.46952
2.80 0.70 0.33721
2.80 0.80 0.29638
2.80 0.90 0.40290
2.80 1.00 0.45060
2.80 1.10 0.41820
2.80 1.20 0.40706
2.80 1.30 0.30948
2.80 1.40 0.19540
2.80 1.50 0.09417
2.80 1.60 0.06677
2.80 1.70 0.03530
2.80 1.80 0.05364
2.80 1.90 0.02273
2.80 2.00 0.01639
2.80 2.10 0.00228
2.80 2.20 0.00926
2.80 2.30 0.00129
2.80 2.40 0.00065
2.80 2.50 0.00023
2.80 2.60 0.00049
2.80 2.70 0.00001
2.80 2.80 0.00000
2.80 2.90 0.00000
2.80 3.00 0.00041

2.90 0.00 0.90125
2.90 0.10 0.80580
2.90 0.20 0.52693
2.90 0.30 0.73002
2.90 0.40 0.65824
2.90 0.50 0.55379
2.90 0.60 0.31958
2.90 0.70 0.31448
2.90 0.80 0.29583
2.90 0.90 0.45618
2.90 1.00 0.43565
2.90 1.10 0.43711
2.90 1.20 0.38625
2.90 1.30 0.31132
2.90 1.40 0.16748
2.90 1.50 0.09130
2.90 1.60 0.05834
2.90 1.70 0.02811
2.90 1.80 0.01326
2.90 1.90 0.01584
2.90 2.00 0.01708
2.90 2.10 0.00830
2.90 2.20 0.00164
2.90 2.30 0.00258
2.90 2.40 0.00037
2.90 2.50 0.00353
2.90 2.60 0.00051
2.90 2.70 0.00042
2.90 2.80 0.00001
2.90 2.90 0.00000
2.90 3.00 0.00000

3.00 0.00 1.22164
3.00 0.10 0.71133
3.00 0.20 0.70828
3.00 0.30 0.41263
3.00 0.40 0.42493
3.00 0.50 0.43832
3.00 0.60 0.42501
3.00 0.70 0.35587
3.00 0.80 0.26236
3.00 0.90 0.42408
3.00 1.00 0.35705
3.00 1.10 0.47672
3.00 1.20 0.44771
3.00 1.30 0.27219
3.00 1.40 0.15958
3.00 1.50 0.09954
3.00 1.60 0.05929
3.00 1.70 0.08285
3.00 1.80 0.01372
3.00 1.90 0.03259
3.00 2.00 0.00428
3.00 2.10 0.01692
3.00 2.20 0.00759
3.00 2.30 0.00545
3.00 2.40 0.00044
3.00 2.50 0.00096
3.00 2.60 0.00010
3.00 2.70 0.00095
3.00 2.80 0.00002
3.00 2.90 0.00010
3.00 3.00 0.00000

