#S2/S1 S2 MSE(t=300)
0.000000	0.000000	7.5766099108e-02
0.100000	0.030000	6.0892452877e-02
0.200000	0.060000	4.7783800843e-02
0.300000	0.090000	3.6446095253e-02
0.400000	0.120000	2.6882116517e-02
0.500000	0.150000	1.9090680438e-02
0.600000	0.180000	1.3063902014e-02
0.700000	0.210000	8.7780987786e-03
0.800000	0.240000	6.1563938481e-03
0.900000	0.270000	4.8143666528e-03
1.000000	0.300000	1.3018037380e-05
1.100000	0.330000	9.9155416448e-03
1.200000	0.360000	1.6656035190e-02
1.300000	0.390000	2.1531716063e-02
1.400000	0.420000	2.5295594359e-02
1.500000	0.450000	2.8291782696e-02
1.600000	0.480000	3.0712569065e-02
1.700000	0.510000	3.2680691062e-02
1.800000	0.540000	3.4282350173e-02
1.900000	0.570000	3.5582504656e-02
2.000000	0.600000	3.6632665187e-02
2.100000	0.630000	3.7475142071e-02
2.200000	0.660000	3.8145475883e-02
2.300000	0.690000	3.8673889077e-02
2.400000	0.720000	3.9086195791e-02
2.500000	0.750000	3.9404411427e-02
2.600000	0.780000	3.9647200107e-02
2.700000	0.810000	3.9830239280e-02
2.800000	0.840000	3.9966545319e-02
2.900000	0.870000	4.0066781837e-02
3.000000	0.900000	4.0139558676e-02
