#S2/S1 S2 MSE(t=300)
0.000000	0.000000	9.2053692564e-01
0.100000	0.200000	6.4854682943e-01
0.200000	0.400000	4.5623477352e-01
0.300000	0.600000	3.4345472189e-01
0.400000	0.800000	3.0956662361e-01
0.500000	1.000000	3.5136029000e-01
0.600000	1.200000	4.0826147533e-01
0.700000	1.400000	1.3013457723e-01
0.800000	1.600000	3.6564475104e-02
0.900000	1.800000	6.4762818761e-03
1.000000	2.000000	4.6284724942e-09
1.100000	2.200000	2.9947180060e-03
1.200000	2.400000	7.7826241847e-03
1.300000	2.600000	1.1859557361e-02
1.400000	2.800000	1.4755990206e-02
1.500000	3.000000	1.6612694028e-02
1.600000	3.200000	1.7714470783e-02
1.700000	3.400000	1.8326425919e-02
1.800000	3.600000	1.8646437988e-02
1.900000	3.800000	1.8804574772e-02
2.000000	4.000000	1.8878612758e-02
2.100000	4.200000	1.8911520378e-02
2.200000	4.400000	1.8925427549e-02
2.300000	4.600000	1.8931022836e-02
2.400000	4.800000	1.8933168090e-02
2.500000	5.000000	1.8933952516e-02
2.600000	5.200000	1.8934226244e-02
2.700000	5.400000	1.8934317445e-02
2.800000	5.600000	1.8934346471e-02
2.900000	5.800000	1.8934355297e-02
3.000000	6.000000	1.8934357863e-02
