#S1	S2	MSE
2.50	0.60	3.8498118486e-01
2.50	0.70	3.5572312955e-01
2.50	0.80	3.4608500576e-01
2.50	0.90	3.5573356931e-01
2.50	1.00	3.8382492019e-01
2.50	1.10	4.2754477121e-01
2.50	1.20	4.7108225083e-01
2.50	1.30	3.7762063124e-01
2.50	1.40	2.2592743151e-01
2.50	1.50	1.4104560176e-01
2.50	1.60	8.9817746578e-02
2.50	1.70	5.7404914001e-02
2.50	1.80	3.6322082972e-02
2.50	1.90	2.2428304123e-02
2.50	2.00	1.3270968348e-02
2.50	2.10	7.3204394144e-03
2.50	2.20	3.5842597364e-03
2.50	2.30	1.3986819590e-03
2.50	2.40	3.0940190456e-04
2.50	2.50	NaN
2.50	2.60	2.2044663998e-04
2.50	2.70	7.1058988598e-04
2.50	2.80	1.2974387998e-03
2.50	2.90	1.8840087737e-03
2.50	3.00	2.4197481004e-03
2.60	0.00	1.0000000000e+00
2.60	0.10	8.3429936786e-01
2.60	0.20	7.0545764612e-01
2.60	0.30	5.9654188236e-01
2.60	0.40	5.0754398898e-01
2.60	0.50	4.3844280376e-01
2.60	0.60	3.8919675334e-01
2.60	0.70	3.5972782770e-01
2.60	0.80	3.4988406392e-01
2.60	0.90	3.5934020287e-01
2.60	1.00	3.8727964732e-01
2.60	1.10	4.3102013348e-01
2.60	1.20	4.7595618926e-01
2.60	1.30	3.9216236403e-01
2.60	1.40	2.3672413562e-01
2.60	1.50	1.4938052685e-01
2.60	1.60	9.6487395564e-02
2.60	1.70	6.2844346698e-02
2.60	1.80	4.0790138740e-02
2.60	1.90	2.6088578868e-02
2.60	2.00	1.6231646248e-02
2.60	2.10	9.6555658975e-03
2.60	2.20	5.3458623516e-03
2.60	2.30	2.6240527383e-03
2.60	2.40	1.0256710620e-03
2.60	2.50	2.2711833468e-04
2.60	2.60	NaN
2.60	2.70	1.6207452566e-04
2.60	2.80	5.2242142327e-04
2.60	2.90	9.5316743655e-04
2.60	3.00	1.3824262812e-03
2.70	0.00	1.0000000000e+00
2.70	0.10	8.3841391529e-01
2.70	0.20	7.0941096342e-01
2.70	0.30	6.0033421925e-01
2.70	0.40	5.1117565858e-01
2.70	0.50	4.4191429819e-01
2.70	0.60	3.9250896701e-01
2.70	0.70	3.6288255615e-01
2.70	0.80	3.5288527821e-01
2.70	0.90	3.6219786481e-01
2.70	1.00	3.9002398861e-01
2.70	1.10	4.3377768157e-01
2.70	1.20	4.7970372838e-01
2.70	1.30	4.0350490868e-01
2.70	1.40	2.4532810051e-01
2.70	1.50	1.5608578872e-01
2.70	1.60	1.0191058170e-01
2.70	1.70	6.7322816634e-02
2.70	1.80	4.4524952883e-02
2.70	1.90	2.9206999276e-02
2.70	2.00	1.8817933377e-02
2.70	2.10	1.1767454022e-02
2.70	2.20	7.0239598501e-03
2.70	2.30	3.8974961143e-03
2.70	2.40	1.9156790948e-03
2.70	2.50	7.4931135565e-04
2.70	2.60	1.6596244815e-04
2.70	2.70	NaN
2.70	2.80	1.1839841379e-04
2.70	2.90	3.8125809415e-04
2.70	3.00	6.9455371261e-04
2.80	0.00	1.0000000000e+00
2.80	0.10	8.4158050014e-01
2.80	0.20	7.1245816030e-01
2.80	0.30	6.0326222031e-01
2.80	0.40	5.1398470446e-01
2.80	0.50	4.4460476571e-01
2.80	0.60	3.9508153797e-01
2.80	0.70	3.6533859319e-01
2.80	0.80	3.5522778062e-01
2.80	0.90	3.6443431386e-01
2.80	1.00	3.9217690852e-01
2.80	1.10	4.3594010865e-01
2.80	1.20	4.8257576846e-01
2.80	1.30	4.1222796575e-01
2.80	1.40	2.5208205883e-01
2.80	1.50	1.6139362527e-01
2.80	1.60	1.0624328549e-01
2.80	1.70	7.0938508450e-02
2.80	1.80	4.7577733959e-02
2.80	1.90	3.1794547547e-02
2.80	2.00	2.1004998005e-02
2.80	2.10	1.3598445816e-02
2.80	2.20	8.5301450426e-03
2.80	2.30	5.1013281395e-03
2.80	2.40	2.8335240819e-03
2.80	2.50	1.3932280187e-03
2.80	2.60	5.4490202647e-04
2.80	2.70	1.2063761766e-04
2.80	2.80	NaN
2.80	2.90	8.5901830194e-05
2.80	3.00	2.7610799425e-04
2.90	0.00	1.0000000000e+00
2.90	0.10	8.4399176534e-01
2.90	0.20	7.1478183091e-01
2.90	0.30	6.0549844279e-01
2.90	0.40	5.1613366209e-01
2.90	0.50	4.4666674461e-01
2.90	0.60	3.9705705382e-01
2.90	0.70	3.6722867277e-01
2.90	0.80	3.5703467507e-01
2.90	0.90	3.6616361280e-01
2.90	1.00	3.9384533745e-01
2.90	1.10	4.3761606463e-01
2.90	1.20	4.8476415768e-01
2.90	1.30	4.1885620499e-01
2.90	1.40	2.5731017793e-01
2.90	1.50	1.6553331565e-01
2.90	1.60	1.0964982215e-01
2.90	1.70	7.3806939012e-02
2.90	1.80	5.0024701977e-02
2.90	1.90	3.3894090224e-02
2.90	2.00	2.2806248743e-02
2.90	2.10	1.5135136941e-02
2.90	2.20	9.8260450140e-03
2.90	2.30	6.1735193367e-03
2.90	2.40	3.6944670720e-03
2.90	2.50	2.0521106727e-03
2.90	2.60	1.0085496588e-03
2.90	2.70	3.9414391778e-04
2.90	2.80	8.7174736120e-05
2.90	2.90	NaN
2.90	3.00	6.1873612992e-05
3.00	0.00	1.0000000000e+00
3.00	0.10	8.4580858755e-01
3.00	0.20	7.1653497631e-01
3.00	0.30	6.0718802197e-01
3.00	0.40	5.1775981334e-01
3.00	0.50	4.4822968324e-01
3.00	0.60	3.9855716664e-01
3.00	0.70	3.6866672741e-01
3.00	0.80	3.5841234914e-01
3.00	0.90	3.6748505652e-01
3.00	1.00	3.9512290991e-01
3.00	1.10	4.3889992504e-01
3.00	1.20	4.8641930394e-01
3.00	1.30	4.2383881796e-01
3.00	1.40	2.6130431766e-01
3.00	1.50	1.6871745791e-01
3.00	1.60	1.1228881900e-01
3.00	1.70	7.6046455381e-02
3.00	1.80	5.1951993381e-02
3.00	1.90	3.5564613893e-02
3.00	2.00	2.4256847193e-02
3.00	2.10	1.6391126787e-02
3.00	2.20	1.0905278616e-02
3.00	2.30	7.0888361044e-03
3.00	2.40	4.4552386626e-03
3.00	2.50	2.6652516535e-03
3.00	2.60	1.4791997665e-03
3.00	2.70	7.2614128607e-04
3.00	2.80	2.8339188464e-04
3.00	2.90	6.2587059996e-05
3.00	3.00	NaN
