#S2/S1 STVMSE
0	0.616059
0.01	0.609812
0.02	0.603766
0.03	0.597919
0.04	0.592272
0.05	0.586824
0.06	0.581575
0.07	0.576525
0.08	0.571674
0.09	0.567022
0.1	0.562567
0.11	0.558311
0.12	0.554252
0.13	0.550391
0.14	0.546727
0.15	0.54326
0.16	0.539989
0.17	0.536915
0.18	0.534036
0.19	0.531353
0.2	0.528865
0.21	0.526572
0.22	0.524472
0.23	0.522567
0.24	0.520855
0.25	0.519335
0.26	0.518008
0.27	0.516872
0.28	0.515926
0.29	0.515171
0.3	0.514606
0.31	0.514229
0.32	0.514039
0.33	0.514037
0.34	0.51422
0.35	0.514588
0.36	0.515141
0.37	0.515875
0.38	0.516791
0.39	0.517887
0.4	0.519161
0.41	0.520612
0.42	0.522238
0.43	0.524037
0.44	0.526007
0.45	0.528146
0.46	0.530452
0.47	0.532922
0.48	0.535553
0.49	0.538341
0.5	0.541285
0.51	0.54438
0.52	0.547621
0.53	0.551006
0.54	0.554527
0.55	0.558182
0.56	0.561963
0.57	0.565863
0.58	0.569877
0.59	0.573996
0.6	0.578211
0.61	0.582512
0.62	0.586888
0.63	0.591328
0.64	0.595817
0.65	0.600341
0.66	0.604883
0.67	0.609423
0.68	0.61394
0.69	0.61841
0.7	0.622807
0.71	0.6271
0.72	0.631254
0.73	0.635232
0.74	0.638991
0.75	0.642482
0.76	0.645654
0.77	0.648448
0.78	0.650798
0.79	0.652636
0.8	0.653887
0.81	0.654474
0.82	0.654318
0.83	0.653342
0.84	0.651476
0.85	0.64866
0.86	0.644852
0.87	0.640036
0.88	0.634222
0.89	0.627458
0.9	0.619825
0.91	0.611442
0.92	0.602454
0.93	0.593028
0.94	0.583343
0.95	0.573572
0.96	0.563878
0.97	0.554402
0.98	0.545259
0.99	0.536536
1	0.528293
1.01	0.520568
1.02	0.513376
1.03	0.50672
1.04	0.50059
1.05	0.494964
1.06	0.489819
1.07	0.485125
1.08	0.480851
1.09	0.476967
1.1	0.473441
1.11	0.470242
1.12	0.467342
1.13	0.464715
1.14	0.462334
1.15	0.460178
1.16	0.458224
1.17	0.456454
1.18	0.454851
1.19	0.453398
1.2	0.452081
1.21	0.450888
1.22	0.449808
1.23	0.448828
1.24	0.447941
1.25	0.447138
1.26	0.446411
1.27	0.445754
1.28	0.445159
1.29	0.444623
1.3	0.444139
1.31	0.443703
1.32	0.443311
1.33	0.442959
1.34	0.442643
1.35	0.442361
1.36	0.44211
1.37	0.441887
1.38	0.441689
1.39	0.441515
1.4	0.441362
1.41	0.441229
1.42	0.441115
1.43	0.441016
1.44	0.440933
1.45	0.440863
1.46	0.440806
1.47	0.440761
1.48	0.440726
1.49	0.4407
1.5	0.440683
1.51	0.440674
1.52	0.440673
1.53	0.440677
1.54	0.440688
1.55	0.440704
1.56	0.440725
1.57	0.44075
1.58	0.440779
1.59	0.440811
1.6	0.440846
1.61	0.440884
1.62	0.440925
1.63	0.440968
1.64	0.441012
1.65	0.441058
1.66	0.441105
1.67	0.441153
1.68	0.441203
1.69	0.441253
1.7	0.441303
1.71	0.441354
1.72	0.441405
1.73	0.441457
1.74	0.441508
1.75	0.441559
1.76	0.44161
1.77	0.441661
1.78	0.441711
1.79	0.441761
1.8	0.44181
1.81	0.441859
1.82	0.441908
1.83	0.441955
1.84	0.442003
1.85	0.442049
1.86	0.442094
1.87	0.442139
1.88	0.442182
1.89	0.442225
1.9	0.442267
1.91	0.442308
1.92	0.442349
1.93	0.442388
1.94	0.442426
1.95	0.442464
1.96	0.4425
1.97	0.442536
1.98	0.442571
1.99	0.442605
2	0.442638
2.01	0.44267
2.02	0.442701
2.03	0.442732
2.04	0.442761
2.05	0.44279
2.06	0.442818
2.07	0.442845
2.08	0.442871
2.09	0.442896
2.1	0.442921
2.11	0.442945
2.12	0.442968
2.13	0.44299
2.14	0.443012
2.15	0.443033
2.16	0.443053
2.17	0.443073
2.18	0.443091
2.19	0.44311
2.2	0.443127
2.21	0.443144
2.22	0.443161
2.23	0.443176
2.24	0.443192
2.25	0.443206
2.26	0.44322
2.27	0.443234
2.28	0.443247
2.29	0.44326
2.3	0.443272
2.31	0.443283
2.32	0.443295
2.33	0.443305
2.34	0.443316
2.35	0.443326
2.36	0.443335
2.37	0.443344
2.38	0.443353
2.39	0.443362
2.4	0.44337
2.41	0.443378
2.42	0.443385
2.43	0.443392
2.44	0.443399
2.45	0.443405
2.46	0.443412
2.47	0.443418
2.48	0.443423
2.49	0.443429
2.5	0.443434
2.51	0.443439
2.52	0.443444
2.53	0.443449
2.54	0.443453
2.55	0.443457
2.56	0.443461
2.57	0.443465
2.58	0.443469
2.59	0.443472
2.6	0.443475
2.61	0.443479
2.62	0.443482
2.63	0.443484
2.64	0.443487
2.65	0.44349
2.66	0.443492
2.67	0.443495
2.68	0.443497
2.69	0.443499
2.7	0.443501
2.71	0.443503
2.72	0.443505
2.73	0.443506
2.74	0.443508
2.75	0.44351
2.76	0.443511
2.77	0.443513
2.78	0.443514
2.79	0.443515
2.8	0.443516
2.81	0.443518
2.82	0.443519
2.83	0.44352
2.84	0.443521
2.85	0.443522
2.86	0.443522
2.87	0.443523
2.88	0.443524
2.89	0.443525
2.9	0.443526
2.91	0.443526
2.92	0.443527
2.93	0.443527
2.94	0.443528
2.95	0.443529
2.96	0.443529
2.97	0.44353
2.98	0.44353
2.99	0.44353
3	0.443531
